PRISM Time Series Data,,,,,,,,
Locations: 24,,,,,,,,
"Climate variables: ppt,tmin,tmean,tmax",,,,,,,,
pr3,-118.8123,36.6185,7467,2013-10,1.18,40.8,48.3,55.7
pr3,-118.8123,36.6185,7467,2013-11,0.58,36.2,43.6,51.1
pr3,-118.8123,36.6185,7467,2013-12,1.14,30.9,38.3,45.7
pr3,-118.8123,36.6185,7467,2014-01,1.27,31.1,42.2,53.4
pr3,-118.8123,36.6185,7467,2014-02,4.32,28,36.7,45.7
pr3,-118.8123,36.6185,7467,2014-03,4.83,30.4,39.6,48.9
pr3,-118.8123,36.6185,7467,2014-04,4.27,33.5,42.6,51.7
pr3,-118.8123,36.6185,7467,2014-05,1.2,39.9,49.4,58.9
pr3,-118.8123,36.6185,7467,2014-06,0,49.5,59.5,69.4
pr3,-118.8123,36.6185,7467,2014-07,0.23,57.6,67.1,76.7
pr3,-118.8123,36.6185,7467,2014-08,0.23,53.3,63.2,73.2
pr3,-118.8123,36.6185,7467,2014-09,0.78,52.1,60.9,69.7
pr3,-118.8123,36.6185,7467,2014-10,0,48,55.8,63.4
pr3,-118.8123,36.6185,7467,2014-11,2.66,36.7,44.3,52.1
pr3,-118.8123,36.6185,7467,2014-12,6.62,29.6,36.3,42.9
pr3,-118.8123,36.6185,7467,2015-01,0.22,28.7,39,49.3
pr3,-118.8123,36.6185,7467,2015-02,5.14,32.6,42.5,52.3
pr3,-118.8123,36.6185,7467,2015-03,0.5,34.8,43.5,52.2
pr3,-118.8123,36.6185,7467,2015-04,1.65,32.8,41.7,50.6
pr3,-118.8123,36.6185,7467,2015-05,1.43,35.6,44,52.5
pr3,-118.8123,36.6185,7467,2015-06,0.81,47.9,59.4,70.8
pr3,-118.8123,36.6185,7467,2015-07,2.28,52.1,61.2,70.3
pr3,-118.8123,36.6185,7467,2015-08,0,56,65.2,74.4
pr3,-118.8123,36.6185,7467,2015-09,0.12,52.5,61.2,69.9
pr3,-118.8123,36.6185,7467,2015-10,1.77,45,52.1,59.2
pr3,-118.8123,36.6185,7467,2015-11,4.98,29.2,37.3,45.3
pr3,-118.8123,36.6185,7467,2015-12,6.64,24.6,31.8,39
pr3,-118.8123,36.6185,7467,2016-01,9.22,20.7,31.5,42.3
pr3,-118.8123,36.6185,7467,2016-02,4.35,26.6,38,49.3
pr3,-118.8123,36.6185,7467,2016-03,6.47,29.1,38.4,47.6
pr3,-118.8123,36.6185,7467,2016-04,2.86,34.9,42.8,50.6
pr3,-118.8123,36.6185,7467,2016-05,1.11,38.6,46.4,54.2
pr3,-118.8123,36.6185,7467,2016-06,0.3,51.6,61.1,70.5
pr3,-118.8123,36.6185,7467,2016-07,0,58.7,67.3,75.9
pr3,-118.8123,36.6185,7467,2016-08,0,57.3,66.1,75
pr3,-118.8123,36.6185,7467,2016-09,0,49,58.2,67.4
pr3,-118.8123,36.6185,7467,2016-10,3.48,41.8,49.9,57.9
pr3,-118.8123,36.6185,7467,2016-11,2.07,37,44.3,51.7
pr3,-118.8123,36.6185,7467,2016-12,9.01,27.4,34.8,42.1
pr3,-118.8123,36.6185,7467,2017-01,29,20.2,29,37.8
pr3,-118.8123,36.6185,7467,2017-02,13.93,25.2,33.2,41
pr3,-118.8123,36.6185,7467,2017-03,4,30.9,40.6,50.2
pr3,-118.8123,36.6185,7467,2017-04,5.09,32.9,40.9,48.8
pr3,-118.8123,36.6185,7467,2017-05,0.71,40.5,50.1,59.7
pr3,-118.8123,36.6185,7467,2017-06,0.37,49.6,59.7,69.8
pr3,-118.8123,36.6185,7467,2017-07,0.03,59.7,68.7,77.7
pr3,-118.8123,36.6185,7467,2017-08,0.24,57.2,66.6,76
pr3,-118.8123,36.6185,7467,2017-09,0.68,48.5,57.3,66.1
pr3,-118.8123,36.6185,7467,2017-10,0.17,43.6,52.6,61.6
pr3,-118.8123,36.6185,7467,2017-11,3.77,38,46.1,54.2
pr3,-118.8123,36.6185,7467,2017-12,0.14,34.6,42.8,51.1
pr3,-118.8123,36.6185,7467,2018-01,4.26,27.6,38.6,49.5
pr3,-118.8123,36.6185,7467,2018-02,1.06,25,34.5,43.9
pr3,-118.8123,36.6185,7467,2018-03,15.84,24.1,33.4,42.7
pr3,-118.8123,36.6185,7467,2018-04,4,34.7,43.4,52.2
pr3,-118.8123,36.6185,7467,2018-05,0.69,40,48,56
pr3,-118.8123,36.6185,7467,2018-06,0,47.8,58.2,68.7
pr3,-118.8123,36.6185,7467,2018-07,0.68,58,67.5,77
pr3,-118.8123,36.6185,7467,2018-08,0,54,64.5,75.1
pr3,-118.8123,36.6185,7467,2018-09,0,53.8,62.1,70.4
pr3,-118.8123,36.6185,7467,2018-10,2.51,42.9,49.2,55.4
pr3,-118.8123,36.6185,7467,2018-11,6.42,38,45.2,52.5
pr3,-118.8123,36.6185,7467,2018-12,2.02,31.2,38.6,46
,,,,,,,,
sp1,-116.7386,33.8062,5984,2011-01,2.13,32.6,43,53.4
sp1,-116.7386,33.8062,5984,2011-02,5.94,28.1,36.9,45.7
sp1,-116.7386,33.8062,5984,2011-03,3.03,35.9,43.6,51.3
sp1,-116.7386,33.8062,5984,2011-04,1.16,38.2,49.4,60.6
sp1,-116.7386,33.8062,5984,2011-05,0.77,37.3,50.5,63.7
sp1,-116.7386,33.8062,5984,2011-06,0.05,44.9,59.5,74.1
sp1,-116.7386,33.8062,5984,2011-07,0.48,56.9,69.2,81.5
sp1,-116.7386,33.8062,5984,2011-08,0.76,56.2,70.4,84.6
sp1,-116.7386,33.8062,5984,2011-09,1.23,56.5,68.5,80.4
sp1,-116.7386,33.8062,5984,2011-10,1.91,43.1,56.9,70.8
sp1,-116.7386,33.8062,5984,2011-11,4.26,34.9,44.3,53.7
sp1,-116.7386,33.8062,5984,2011-12,0.9,27.2,37.9,48.7
sp1,-116.7386,33.8062,5984,2012-01,1.63,37.5,46.8,56.1
sp1,-116.7386,33.8062,5984,2012-02,2.43,29.6,40.4,51.1
sp1,-116.7386,33.8062,5984,2012-03,3.92,29.6,42.2,54.7
sp1,-116.7386,33.8062,5984,2012-04,4.08,39.1,51.7,64.3
sp1,-116.7386,33.8062,5984,2012-05,0,42.4,57.1,71.8
sp1,-116.7386,33.8062,5984,2012-06,0,48.7,64.1,79.6
sp1,-116.7386,33.8062,5984,2012-07,0.27,60.7,71.1,81.6
sp1,-116.7386,33.8062,5984,2012-08,2.09,59,71.3,83.5
sp1,-116.7386,33.8062,5984,2012-09,0.88,54.6,67.2,79.8
sp1,-116.7386,33.8062,5984,2012-10,0.19,43.3,57.1,70.8
sp1,-116.7386,33.8062,5984,2012-11,1.6,35.6,47.4,59.2
sp1,-116.7386,33.8062,5984,2012-12,4.55,33.1,40.1,47.1
sp1,-116.7386,33.8062,5984,2013-01,2.71,29.5,38,46.5
sp1,-116.7386,33.8062,5984,2013-02,2.15,31,39,47
sp1,-116.7386,33.8062,5984,2013-03,2.28,38.6,48.5,58.3
sp1,-116.7386,33.8062,5984,2013-04,0.11,40.3,52.6,64.9
sp1,-116.7386,33.8062,5984,2013-05,0.63,46.7,58.5,70.4
sp1,-116.7386,33.8062,5984,2013-06,0,51.3,66.2,81.2
sp1,-116.7386,33.8062,5984,2013-07,0.64,64.2,74,83.7
sp1,-116.7386,33.8062,5984,2013-08,0.41,62.4,72.6,82.8
sp1,-116.7386,33.8062,5984,2013-09,2.77,57.3,67.4,77.5
sp1,-116.7386,33.8062,5984,2013-10,1.96,46,55.8,65.6
sp1,-116.7386,33.8062,5984,2013-11,1.08,39.7,47.6,55.6
sp1,-116.7386,33.8062,5984,2013-12,1.3,35.3,43.4,51.5
sp1,-116.7386,33.8062,5984,2014-01,0.25,38,49.9,60.9
sp1,-116.7386,33.8062,5984,2014-02,1.17,36.1,45.2,55.9
sp1,-116.7386,33.8062,5984,2014-03,4.39,37.8,48.8,59.4
sp1,-116.7386,33.8062,5984,2014-04,1.55,38.9,51,64.4
sp1,-116.7386,33.8062,5984,2014-05,0.47,45.3,57.9,70.7
sp1,-116.7386,33.8062,5984,2014-06,0,51.9,64.4,79
sp1,-116.7386,33.8062,5984,2014-07,0.62,59.8,70.7,82.8
sp1,-116.7386,33.8062,5984,2014-08,1.83,55.7,69.8,79.9
sp1,-116.7386,33.8062,5984,2014-09,1.26,55.8,67,79.9
sp1,-116.7386,33.8062,5984,2014-10,0,48.9,60.6,74
sp1,-116.7386,33.8062,5984,2014-11,1.37,38.2,48.7,59.3
sp1,-116.7386,33.8062,5984,2014-12,4.63,33,41.2,49.4
sp1,-116.7386,33.8062,5984,2015-01,0.64,36,45.1,54.2
sp1,-116.7386,33.8062,5984,2015-02,2.07,39.4,49.5,59.7
sp1,-116.7386,33.8062,5984,2015-03,1.13,39.7,50.4,61.1
sp1,-116.7386,33.8062,5984,2015-04,1.59,36.5,49.7,63
sp1,-116.7386,33.8062,5984,2015-05,2.59,39.8,49.8,59.9
sp1,-116.7386,33.8062,5984,2015-06,0.09,54.6,66.7,78.8
sp1,-116.7386,33.8062,5984,2015-07,2.78,54.5,65.5,76.6
sp1,-116.7386,33.8062,5984,2015-08,0,59,70.5,82
sp1,-116.7386,33.8062,5984,2015-09,1.72,54.4,65.8,77.2
sp1,-116.7386,33.8062,5984,2015-10,1.61,49.4,58.6,67.7
sp1,-116.7386,33.8062,5984,2015-11,1.54,33.1,43.3,53.4
sp1,-116.7386,33.8062,5984,2015-12,5.3,28,38.1,48.1
sp1,-116.7386,33.8062,5984,2016-01,4.59,30.8,39.4,47.9
sp1,-116.7386,33.8062,5984,2016-02,1.55,37.8,48.5,59.2
sp1,-116.7386,33.8062,5984,2016-03,2.53,36.2,46.4,56.6
sp1,-116.7386,33.8062,5984,2016-04,1.92,39.2,49.9,60.5
sp1,-116.7386,33.8062,5984,2016-05,1.07,41.3,52,62.7
sp1,-116.7386,33.8062,5984,2016-06,0,56.2,68.5,80.8
sp1,-116.7386,33.8062,5984,2016-07,0.21,57.8,70.7,83.6
sp1,-116.7386,33.8062,5984,2016-08,0,60,70.8,81.6
sp1,-116.7386,33.8062,5984,2016-09,2.36,49.5,62,74.4
sp1,-116.7386,33.8062,5984,2016-10,0.84,47.8,58.2,68.5
sp1,-116.7386,33.8062,5984,2016-11,3.29,40.2,49.6,59
sp1,-116.7386,33.8062,5984,2016-12,7.21,33.9,42.2,50.4
sp1,-116.7386,33.8062,5984,2017-01,12.72,29.6,36.7,43.8
sp1,-116.7386,33.8062,5984,2017-02,5.94,33.8,42,50.2
sp1,-116.7386,33.8062,5984,2017-03,0.42,38,49.3,60.5
sp1,-116.7386,33.8062,5984,2017-04,0.01,40.7,52.3,63.9
sp1,-116.7386,33.8062,5984,2017-05,0.45,44.2,56.1,68
sp1,-116.7386,33.8062,5984,2017-06,0,51.9,66.1,80.3
sp1,-116.7386,33.8062,5984,2017-07,0.06,62.7,73.4,84.1
sp1,-116.7386,33.8062,5984,2017-08,0.27,59.2,70.4,81.7
sp1,-116.7386,33.8062,5984,2017-09,0.84,51.3,62.2,73.1
sp1,-116.7386,33.8062,5984,2017-10,0.03,44.6,58.4,72.1
sp1,-116.7386,33.8062,5984,2017-11,0.23,43.8,52.8,61.8
sp1,-116.7386,33.8062,5984,2017-12,0,40,48.6,57.1
sp1,-116.7386,33.8062,5984,2018-01,3.81,37.2,46.1,55
sp1,-116.7386,33.8062,5984,2018-02,0.69,32.3,41.6,50.8
sp1,-116.7386,33.8062,5984,2018-03,5.42,32.8,41.6,50.5
sp1,-116.7386,33.8062,5984,2018-04,0.02,41,52.8,64.5
sp1,-116.7386,33.8062,5984,2018-05,0.49,43.6,55.1,66.6
sp1,-116.7386,33.8062,5984,2018-06,0,52.4,66.1,79.8
sp1,-116.7386,33.8062,5984,2018-07,0.8,57.8,71.3,84.9
sp1,-116.7386,33.8062,5984,2018-08,0.28,58.7,70.7,82.7
sp1,-116.7386,33.8062,5984,2018-09,0,57,69.3,81.6
sp1,-116.7386,33.8062,5984,2018-10,1.07,47.9,56.5,65.2
sp1,-116.7386,33.8062,5984,2018-11,4.02,36.5,47.4,58.2
sp1,-116.7386,33.8062,5984,2018-12,2.36,34.8,42.4,49.9
,,,,,,,,
sp2,-116.7396,33.8065,5984,2011-01,2.13,32.6,43,53.4
sp2,-116.7396,33.8065,5984,2011-02,5.94,28.1,36.9,45.7
sp2,-116.7396,33.8065,5984,2011-03,3.03,35.9,43.6,51.3
sp2,-116.7396,33.8065,5984,2011-04,1.16,38.2,49.4,60.6
sp2,-116.7396,33.8065,5984,2011-05,0.77,37.3,50.5,63.7
sp2,-116.7396,33.8065,5984,2011-06,0.05,44.9,59.5,74.1
sp2,-116.7396,33.8065,5984,2011-07,0.48,56.9,69.2,81.5
sp2,-116.7396,33.8065,5984,2011-08,0.76,56.2,70.4,84.6
sp2,-116.7396,33.8065,5984,2011-09,1.23,56.5,68.5,80.4
sp2,-116.7396,33.8065,5984,2011-10,1.91,43.1,56.9,70.8
sp2,-116.7396,33.8065,5984,2011-11,4.26,34.9,44.3,53.7
sp2,-116.7396,33.8065,5984,2011-12,0.9,27.2,37.9,48.7
sp2,-116.7396,33.8065,5984,2012-01,1.63,37.5,46.8,56.1
sp2,-116.7396,33.8065,5984,2012-02,2.43,29.6,40.4,51.1
sp2,-116.7396,33.8065,5984,2012-03,3.92,29.6,42.2,54.7
sp2,-116.7396,33.8065,5984,2012-04,4.08,39.1,51.7,64.3
sp2,-116.7396,33.8065,5984,2012-05,0,42.4,57.1,71.8
sp2,-116.7396,33.8065,5984,2012-06,0,48.7,64.1,79.6
sp2,-116.7396,33.8065,5984,2012-07,0.27,60.7,71.1,81.6
sp2,-116.7396,33.8065,5984,2012-08,2.09,59,71.3,83.5
sp2,-116.7396,33.8065,5984,2012-09,0.88,54.6,67.2,79.8
sp2,-116.7396,33.8065,5984,2012-10,0.19,43.3,57.1,70.8
sp2,-116.7396,33.8065,5984,2012-11,1.6,35.6,47.4,59.2
sp2,-116.7396,33.8065,5984,2012-12,4.55,33.1,40.1,47.1
sp2,-116.7396,33.8065,5984,2013-01,2.71,29.5,38,46.5
sp2,-116.7396,33.8065,5984,2013-02,2.15,31,39,47
sp2,-116.7396,33.8065,5984,2013-03,2.28,38.6,48.5,58.3
sp2,-116.7396,33.8065,5984,2013-04,0.11,40.3,52.6,64.9
sp2,-116.7396,33.8065,5984,2013-05,0.63,46.7,58.5,70.4
sp2,-116.7396,33.8065,5984,2013-06,0,51.3,66.2,81.2
sp2,-116.7396,33.8065,5984,2013-07,0.64,64.2,74,83.7
sp2,-116.7396,33.8065,5984,2013-08,0.41,62.4,72.6,82.8
sp2,-116.7396,33.8065,5984,2013-09,2.77,57.3,67.4,77.5
sp2,-116.7396,33.8065,5984,2013-10,1.96,46,55.8,65.6
sp2,-116.7396,33.8065,5984,2013-11,1.08,39.7,47.6,55.6
sp2,-116.7396,33.8065,5984,2013-12,1.3,35.3,43.4,51.5
sp2,-116.7396,33.8065,5984,2014-01,0.25,38,49.9,60.9
sp2,-116.7396,33.8065,5984,2014-02,1.17,36.1,45.2,55.9
sp2,-116.7396,33.8065,5984,2014-03,4.39,37.8,48.8,59.4
sp2,-116.7396,33.8065,5984,2014-04,1.55,38.9,51,64.4
sp2,-116.7396,33.8065,5984,2014-05,0.47,45.3,57.9,70.7
sp2,-116.7396,33.8065,5984,2014-06,0,51.9,64.4,79
sp2,-116.7396,33.8065,5984,2014-07,0.62,59.8,70.7,82.8
sp2,-116.7396,33.8065,5984,2014-08,1.83,55.7,69.8,79.9
sp2,-116.7396,33.8065,5984,2014-09,1.26,55.8,67,79.9
sp2,-116.7396,33.8065,5984,2014-10,0,48.9,60.6,74
sp2,-116.7396,33.8065,5984,2014-11,1.37,38.2,48.7,59.3
sp2,-116.7396,33.8065,5984,2014-12,4.63,33,41.2,49.4
sp2,-116.7396,33.8065,5984,2015-01,0.64,36,45.1,54.2
sp2,-116.7396,33.8065,5984,2015-02,2.07,39.4,49.5,59.7
sp2,-116.7396,33.8065,5984,2015-03,1.13,39.7,50.4,61.1
sp2,-116.7396,33.8065,5984,2015-04,1.59,36.5,49.7,63
sp2,-116.7396,33.8065,5984,2015-05,2.59,39.8,49.8,59.9
sp2,-116.7396,33.8065,5984,2015-06,0.09,54.6,66.7,78.8
sp2,-116.7396,33.8065,5984,2015-07,2.78,54.5,65.5,76.6
sp2,-116.7396,33.8065,5984,2015-08,0,59,70.5,82
sp2,-116.7396,33.8065,5984,2015-09,1.72,54.4,65.8,77.2
sp2,-116.7396,33.8065,5984,2015-10,1.61,49.4,58.6,67.7
sp2,-116.7396,33.8065,5984,2015-11,1.54,33.1,43.3,53.4
sp2,-116.7396,33.8065,5984,2015-12,5.3,28,38.1,48.1
sp2,-116.7396,33.8065,5984,2016-01,4.59,30.8,39.4,47.9
sp2,-116.7396,33.8065,5984,2016-02,1.55,37.8,48.5,59.2
sp2,-116.7396,33.8065,5984,2016-03,2.53,36.2,46.4,56.6
sp2,-116.7396,33.8065,5984,2016-04,1.92,39.2,49.9,60.5
sp2,-116.7396,33.8065,5984,2016-05,1.07,41.3,52,62.7
sp2,-116.7396,33.8065,5984,2016-06,0,56.2,68.5,80.8
sp2,-116.7396,33.8065,5984,2016-07,0.21,57.8,70.7,83.6
sp2,-116.7396,33.8065,5984,2016-08,0,60,70.8,81.6
sp2,-116.7396,33.8065,5984,2016-09,2.36,49.5,62,74.4
sp2,-116.7396,33.8065,5984,2016-10,0.84,47.8,58.2,68.5
sp2,-116.7396,33.8065,5984,2016-11,3.29,40.2,49.6,59
sp2,-116.7396,33.8065,5984,2016-12,7.21,33.9,42.2,50.4
sp2,-116.7396,33.8065,5984,2017-01,12.72,29.6,36.7,43.8
sp2,-116.7396,33.8065,5984,2017-02,5.94,33.8,42,50.2
sp2,-116.7396,33.8065,5984,2017-03,0.42,38,49.3,60.5
sp2,-116.7396,33.8065,5984,2017-04,0.01,40.7,52.3,63.9
sp2,-116.7396,33.8065,5984,2017-05,0.45,44.2,56.1,68
sp2,-116.7396,33.8065,5984,2017-06,0,51.9,66.1,80.3
sp2,-116.7396,33.8065,5984,2017-07,0.06,62.7,73.4,84.1
sp2,-116.7396,33.8065,5984,2017-08,0.27,59.2,70.4,81.7
sp2,-116.7396,33.8065,5984,2017-09,0.84,51.3,62.2,73.1
sp2,-116.7396,33.8065,5984,2017-10,0.03,44.6,58.4,72.1
sp2,-116.7396,33.8065,5984,2017-11,0.23,43.8,52.8,61.8
sp2,-116.7396,33.8065,5984,2017-12,0,40,48.6,57.1
sp2,-116.7396,33.8065,5984,2018-01,3.81,37.2,46.1,55
sp2,-116.7396,33.8065,5984,2018-02,0.69,32.3,41.6,50.8
sp2,-116.7396,33.8065,5984,2018-03,5.42,32.8,41.6,50.5
sp2,-116.7396,33.8065,5984,2018-04,0.02,41,52.8,64.5
sp2,-116.7396,33.8065,5984,2018-05,0.49,43.6,55.1,66.6
sp2,-116.7396,33.8065,5984,2018-06,0,52.4,66.1,79.8
sp2,-116.7396,33.8065,5984,2018-07,0.8,57.8,71.3,84.9
sp2,-116.7396,33.8065,5984,2018-08,0.28,58.7,70.7,82.7
sp2,-116.7396,33.8065,5984,2018-09,0,57,69.3,81.6
sp2,-116.7396,33.8065,5984,2018-10,1.07,47.9,56.5,65.2
sp2,-116.7396,33.8065,5984,2018-11,4.02,36.5,47.4,58.2
sp2,-116.7396,33.8065,5984,2018-12,2.36,34.8,42.4,49.9
,,,,,,,,
sp3,-116.7383,33.8059,5984,2011-01,2.13,32.6,43,53.4
sp3,-116.7383,33.8059,5984,2011-02,5.94,28.1,36.9,45.7
sp3,-116.7383,33.8059,5984,2011-03,3.03,35.9,43.6,51.3
sp3,-116.7383,33.8059,5984,2011-04,1.16,38.2,49.4,60.6
sp3,-116.7383,33.8059,5984,2011-05,0.77,37.3,50.5,63.7
sp3,-116.7383,33.8059,5984,2011-06,0.05,44.9,59.5,74.1
sp3,-116.7383,33.8059,5984,2011-07,0.48,56.9,69.2,81.5
sp3,-116.7383,33.8059,5984,2011-08,0.76,56.2,70.4,84.6
sp3,-116.7383,33.8059,5984,2011-09,1.23,56.5,68.5,80.4
sp3,-116.7383,33.8059,5984,2011-10,1.91,43.1,56.9,70.8
sp3,-116.7383,33.8059,5984,2011-11,4.26,34.9,44.3,53.7
sp3,-116.7383,33.8059,5984,2011-12,0.9,27.2,37.9,48.7
sp3,-116.7383,33.8059,5984,2012-01,1.63,37.5,46.8,56.1
sp3,-116.7383,33.8059,5984,2012-02,2.43,29.6,40.4,51.1
sp3,-116.7383,33.8059,5984,2012-03,3.92,29.6,42.2,54.7
sp3,-116.7383,33.8059,5984,2012-04,4.08,39.1,51.7,64.3
sp3,-116.7383,33.8059,5984,2012-05,0,42.4,57.1,71.8
sp3,-116.7383,33.8059,5984,2012-06,0,48.7,64.1,79.6
sp3,-116.7383,33.8059,5984,2012-07,0.27,60.7,71.1,81.6
sp3,-116.7383,33.8059,5984,2012-08,2.09,59,71.3,83.5
sp3,-116.7383,33.8059,5984,2012-09,0.88,54.6,67.2,79.8
sp3,-116.7383,33.8059,5984,2012-10,0.19,43.3,57.1,70.8
sp3,-116.7383,33.8059,5984,2012-11,1.6,35.6,47.4,59.2
sp3,-116.7383,33.8059,5984,2012-12,4.55,33.1,40.1,47.1
sp3,-116.7383,33.8059,5984,2013-01,2.71,29.5,38,46.5
sp3,-116.7383,33.8059,5984,2013-02,2.15,31,39,47
sp3,-116.7383,33.8059,5984,2013-03,2.28,38.6,48.5,58.3
sp3,-116.7383,33.8059,5984,2013-04,0.11,40.3,52.6,64.9
sp3,-116.7383,33.8059,5984,2013-05,0.63,46.7,58.5,70.4
sp3,-116.7383,33.8059,5984,2013-06,0,51.3,66.2,81.2
sp3,-116.7383,33.8059,5984,2013-07,0.64,64.2,74,83.7
sp3,-116.7383,33.8059,5984,2013-08,0.41,62.4,72.6,82.8
sp3,-116.7383,33.8059,5984,2013-09,2.77,57.3,67.4,77.5
sp3,-116.7383,33.8059,5984,2013-10,1.96,46,55.8,65.6
sp3,-116.7383,33.8059,5984,2013-11,1.08,39.7,47.6,55.6
sp3,-116.7383,33.8059,5984,2013-12,1.3,35.3,43.4,51.5
sp3,-116.7383,33.8059,5984,2014-01,0.25,38,49.9,60.9
sp3,-116.7383,33.8059,5984,2014-02,1.17,36.1,45.2,55.9
sp3,-116.7383,33.8059,5984,2014-03,4.39,37.8,48.8,59.4
sp3,-116.7383,33.8059,5984,2014-04,1.55,38.9,51,64.4
sp3,-116.7383,33.8059,5984,2014-05,0.47,45.3,57.9,70.7
sp3,-116.7383,33.8059,5984,2014-06,0,51.9,64.4,79
sp3,-116.7383,33.8059,5984,2014-07,0.62,59.8,70.7,82.8
sp3,-116.7383,33.8059,5984,2014-08,1.83,55.7,69.8,79.9
sp3,-116.7383,33.8059,5984,2014-09,1.26,55.8,67,79.9
sp3,-116.7383,33.8059,5984,2014-10,0,48.9,60.6,74
sp3,-116.7383,33.8059,5984,2014-11,1.37,38.2,48.7,59.3
sp3,-116.7383,33.8059,5984,2014-12,4.63,33,41.2,49.4
sp3,-116.7383,33.8059,5984,2015-01,0.64,36,45.1,54.2
sp3,-116.7383,33.8059,5984,2015-02,2.07,39.4,49.5,59.7
sp3,-116.7383,33.8059,5984,2015-03,1.13,39.7,50.4,61.1
sp3,-116.7383,33.8059,5984,2015-04,1.59,36.5,49.7,63
sp3,-116.7383,33.8059,5984,2015-05,2.59,39.8,49.8,59.9
sp3,-116.7383,33.8059,5984,2015-06,0.09,54.6,66.7,78.8
sp3,-116.7383,33.8059,5984,2015-07,2.78,54.5,65.5,76.6
sp3,-116.7383,33.8059,5984,2015-08,0,59,70.5,82
sp3,-116.7383,33.8059,5984,2015-09,1.72,54.4,65.8,77.2
sp3,-116.7383,33.8059,5984,2015-10,1.61,49.4,58.6,67.7
sp3,-116.7383,33.8059,5984,2015-11,1.54,33.1,43.3,53.4
sp3,-116.7383,33.8059,5984,2015-12,5.3,28,38.1,48.1
sp3,-116.7383,33.8059,5984,2016-01,4.59,30.8,39.4,47.9
sp3,-116.7383,33.8059,5984,2016-02,1.55,37.8,48.5,59.2
sp3,-116.7383,33.8059,5984,2016-03,2.53,36.2,46.4,56.6
sp3,-116.7383,33.8059,5984,2016-04,1.92,39.2,49.9,60.5
sp3,-116.7383,33.8059,5984,2016-05,1.07,41.3,52,62.7
sp3,-116.7383,33.8059,5984,2016-06,0,56.2,68.5,80.8
sp3,-116.7383,33.8059,5984,2016-07,0.21,57.8,70.7,83.6
sp3,-116.7383,33.8059,5984,2016-08,0,60,70.8,81.6
sp3,-116.7383,33.8059,5984,2016-09,2.36,49.5,62,74.4
sp3,-116.7383,33.8059,5984,2016-10,0.84,47.8,58.2,68.5
sp3,-116.7383,33.8059,5984,2016-11,3.29,40.2,49.6,59
sp3,-116.7383,33.8059,5984,2016-12,7.21,33.9,42.2,50.4
sp3,-116.7383,33.8059,5984,2017-01,12.72,29.6,36.7,43.8
sp3,-116.7383,33.8059,5984,2017-02,5.94,33.8,42,50.2
sp3,-116.7383,33.8059,5984,2017-03,0.42,38,49.3,60.5
sp3,-116.7383,33.8059,5984,2017-04,0.01,40.7,52.3,63.9
sp3,-116.7383,33.8059,5984,2017-05,0.45,44.2,56.1,68
sp3,-116.7383,33.8059,5984,2017-06,0,51.9,66.1,80.3
sp3,-116.7383,33.8059,5984,2017-07,0.06,62.7,73.4,84.1
sp3,-116.7383,33.8059,5984,2017-08,0.27,59.2,70.4,81.7
sp3,-116.7383,33.8059,5984,2017-09,0.84,51.3,62.2,73.1
sp3,-116.7383,33.8059,5984,2017-10,0.03,44.6,58.4,72.1
sp3,-116.7383,33.8059,5984,2017-11,0.23,43.8,52.8,61.8
sp3,-116.7383,33.8059,5984,2017-12,0,40,48.6,57.1
sp3,-116.7383,33.8059,5984,2018-01,3.81,37.2,46.1,55
sp3,-116.7383,33.8059,5984,2018-02,0.69,32.3,41.6,50.8
sp3,-116.7383,33.8059,5984,2018-03,5.42,32.8,41.6,50.5
sp3,-116.7383,33.8059,5984,2018-04,0.02,41,52.8,64.5
sp3,-116.7383,33.8059,5984,2018-05,0.49,43.6,55.1,66.6
sp3,-116.7383,33.8059,5984,2018-06,0,52.4,66.1,79.8
sp3,-116.7383,33.8059,5984,2018-07,0.8,57.8,71.3,84.9
sp3,-116.7383,33.8059,5984,2018-08,0.28,58.7,70.7,82.7
sp3,-116.7383,33.8059,5984,2018-09,0,57,69.3,81.6
sp3,-116.7383,33.8059,5984,2018-10,1.07,47.9,56.5,65.2
sp3,-116.7383,33.8059,5984,2018-11,4.02,36.5,47.4,58.2
sp3,-116.7383,33.8059,5984,2018-12,2.36,34.8,42.4,49.9
,,,,,,,,
sl1,-118.948,37.6122,8711,2011-01,1.9,14.6,28.8,42.9
sl1,-118.948,37.6122,8711,2011-02,4.88,11.6,23.8,36.1
sl1,-118.948,37.6122,8711,2011-03,10.75,18.2,29.2,40.2
sl1,-118.948,37.6122,8711,2011-04,1.58,21.8,34.6,47.4
sl1,-118.948,37.6122,8711,2011-05,2.23,23.9,37.2,50.5
sl1,-118.948,37.6122,8711,2011-06,1.52,33.4,47.5,61.5
sl1,-118.948,37.6122,8711,2011-07,0.14,38.6,55.3,72
sl1,-118.948,37.6122,8711,2011-08,0.69,40,57.2,74.4
sl1,-118.948,37.6122,8711,2011-09,0.6,38.6,53.6,68.5
sl1,-118.948,37.6122,8711,2011-10,1.52,31,44.8,58.7
sl1,-118.948,37.6122,8711,2011-11,1.41,19.9,32,44.2
sl1,-118.948,37.6122,8711,2011-12,0,14.2,27.3,40.4
sl1,-118.948,37.6122,8711,2012-01,4.66,19.7,33.3,46.8
sl1,-118.948,37.6122,8711,2012-02,1.02,15.7,28.7,41.6
